"id","treatment","submission","measure","text","num_sentences","num_clusters","num_coherent_sentences","num_non_coherent_sentences","num_concepts","duration","local_cohesion","accuracyLocal","accuracyGlobal","cld_question1","cld_question2","cld_question4"
"ba06ni84","integrated",2018-05-03 15:01:39,"revision","Osmose ist ein zentraler Begriff der Biologie und bezeichnet die ungerichtete, zufällige Bewegung von kleinsten Teilchen, aus denen zum Beispiel Wasser aufgebaut ist(=Diffusion)durch eine semipermeable Grenzschicht, die Membran. Eine semipermeable Membran (s.o.)bezeichnet dabei eine Grenze zwischen zwei Räumen, die nur für ein bestimmtes Teilchen durchlässig ist. Beispielsweise gibt es semipermeable Membranen, die nur den Durchtritt von reinem Wasser (chemisch H2O) erlauben, nicht jedoch von, mit Salz (chemisch NaCl) gemischtem Wasser, dem Salzwasser. Da Teilchen immer einen Ausgleich ihrer Konzentrationen anstreben, also einer gleichmäßigen Verteilung innerhalb eines Raumes, würde bei einer Trennung von Salzwasser (s.o.) und Wasser (s.o.) durch eine semipermeable Membran, die nur für reines Wasser durchlässig ist, die Seite mit dem Salzwasser mehr Flüssigkeit besitzen. Der Grund ist die Diffusion von Wasser durch die Membran auf die Seite des Salzwassers steigen. Eine entgegengesetzte Diffusion ist nicht möglich. [LINEBREAK]",6,1,5,0,22,870.124,1,80,86,8,1,34
"ba06ni84","integrated",2018-05-03 15:01:39,"draft","Die Osmose bezeichnet die Diffusion, also die ungerichtete, zufällige Eigenbewegung von Teilchen/Molekülen durch eine semipermeable Membran. Eine semipermeable Membran bezeichnet dabei eine Membran, also eine Grenzstruktur zwischen zwei Medien, die nur für ein bestimmtes Teilchen oder Molekül durchlässig ist. Beispielsweise gibt es semipermeable Membranen, die nur den Durchtritt von reinem Wasser erlauben, nicht jedoch von Salzwasser. Da Teilchen/Moleküle immer einen sogenannten Konzentrationsausgleich anstreben, also eine gleichmäßige Verteilung im Medium, würde bei einer Trennung von Salzwasser und Wasser durch eine semipermeable Membran, die nur für reines Wasser durchlässig ist, der Flüssigkeitsspiegel auf der Salzwasserseite durch die Diffusion von Wassermolekülen durch die Membran auf die Salzwasserseite steigen. Eine entgegengesetzte Diffusion ist nicht möglich. [LINEBREAK]",5,1,4,0,19,549.394,1,91,86,7,8,87
"ba09al58","integrated",2018-01-04 17:24:50,"draft","Osmose: Unter der Osmose versteht man den Konzentrationsausgleich zwischen zwei flüssigen Phasen, die durch eine semipermeable Membran räumlich voneinander getrennt vorliegen. Den Ausgleich der Konzentrationen bezeichnet man auch als Elektrolytausgleich. Dies ist für alle Lebewesen ein überlebenswichtiger Ablauf in der Natur, da hierdurch ein konstanter pH Wert innerhalb einer Zelle aufrecht erhalten werden. So können Zellen in einem lebensfähigen Organismus nicht übersäuren, wodurch es zu einer Apoptose ( Zelltod) kommen würde. Durch den Ausgleich der Elektrolyte (Flüssigkeiten mit unterschiedlichen Konzentrationen) entsteht zudem ein sogenannter ""osmotischer Druck"" im System. Dieser Druck entsteht dadurch, dass die Teilchen aus dem mehr sauren Milieu vermehrt in die Phase strömen, die eine wesentlich geringere Konzentration aufweist. Im Endeffekt kommt es zu einem Gleichgewicht in dem Sytem, wenn in beiden Phasen dieselben Konzentrationen vorherrechen. Dies nennt man auch ein Reaktionsgleichgewicht, in dem keine Tendenzen mehr bestehen. Dennoch gibt es immer einen Austausch der Teilchen an der semipermeablen Membran.  [LINEBREAK]",9,3,3,5,24,620.607,0.375,63,74,7,2,70
"ba09al58","integrated",2018-01-04 17:42:21,"transfer","Evolution: Unter Evolution versteht man eine naturwissenschaftlich nachgewiesene Theorie, die ihre Anfänge einem bekannten Forscher mit dem Namen Darwin zu verdanken hat. Dieser Beginn steht unter dem Namen Evolutionstheorie. Charles Darwin war nach seinen Beobachtungen von unterschiedlichen Tierpopulationen zu dem Rückschluss gekommen, dass Tiere trotz gleicher Art unterschiedliche Eigenschaften haben, die sie im Vergleich zu den anderen Artgenossen überlebensfähiger machen. Durch die höhere Überlebensfähigkeit dieser überlegenen Tiere kommt es von Generation zu Generation zu einer sogenannten ""natürlichen Selektion"" in dieser Tierpopulation. Somit werden überwiegend die Gene, welche einen Überlebensvorteil erbringen weitervererbt. Durch diese möglichen Veränderungen der Gene durch äußere Gegebenheiten in der Natur, kommt es zum Ausdruck veränderter Eigenschaften. Diesen Fortschritt und die Veränderung durch die Vererbung der am besten angepassten Gene nennt man, in einem großen Zeitraum jener betrachtet, ""Evolution"", welche auch nur zu einem ""survival of the fittest"" führt. [LINEBREAK]",7,1,4,2,29,772.165,0.666666666666667,61,71,5,7,60
"ba09al58","integrated",2018-01-04 17:24:50,"revision","Osmose: Unter der Osmose versteht man den Konzentrationsausgleich zwischen zwei flüssigen Phasen, die durch eine semipermeable Membran räumlich voneinander getrennt vorliegen. [LINEBREAK]Den Ausgleich der Konzentrationen bezeichnet man auch als Elektrolytausgleich. Elektrolyten bestehen aus Ionen. Ionen sind geladene Teilchen, wodurch Elektrolyten in der Lage sind den elektrischen Strom zu leiten. Aus diesem Zusammenhang kann man den Namensgebung ""Elektrolyt"" herleiten. [LINEBREAK]Der Elektrolytausgleich ist in der Natur für alle Lebewesen ein überlebenswichtiger Ablauf , da hierdurch ein konstanter pH Wert innerhalb einer Zelle aufrecht erhalten werden kann. Der pH Wert beschreibt mathematisch die Konzentration der H3O+ Ionen in einer flüssigen Phase, welche bei zu hoher Konzentration zu einer Übersäuerung einer Zelle führen. [LINEBREAK]Durch den ausgeglichenen Elektrolythaushalt können Zellen eines lebensfähigen Organismus nicht übersäuren, wodurch es zu einer Apoptose ( Zelltod) kommen würde.  [LINEBREAK]Durch den Ausgleich der Elektrolyte entsteht zudem ein sogenannter ""osmotischer Druck"" im System. Dieser Druck entsteht dadurch, dass die Teilchen aus dem mehr sauren Milieu vermehrt in die Phase strömen, die eine wesentlich geringere Konzentration an H3O+ Ionen aufweist. Im Endeffekt kommt es zu einem Gleichgewicht in dem Sytem, wenn in beiden Phasen dieselben Konzentrationen vorherrschen. Dies nennt man auch ein Reaktionsgleichgewicht, in dem keine Tendenzen mehr zwischen den beiden flüssigen Phasen bestehen, da der osmotische Druck nun konstant ist.  Dennoch gibt es in diesem Reaktionsgleichgewicht immer einen Austausch der Teilchen an der semipermeablen Membran. [LINEBREAK]",13,1,8,4,33,817.198,0.666666666666667,80,80,8,7,86
"ba11sy06","control-group",2018-01-31 15:35:59,"transfer","In diesem Text soll es um das Thema der Evolution gehen.  Evolution befasst sich mit der Entwicklung der Lebewesen, Pflanzen, Pilzen und auch Bakterien auf der Erde.  [LINEBREAK]Der erste Evolutionstheoretiker ist Charles Darwin.  Er bewies, dass wir Menschen aus dem Meer kamen und als Einzeller unser Dasein auf der Erde begonnen haben.  Im Laufe der Zeit passten wir uns immer mehr den Begebenheiten auf der Erde an.  Als Einzeller waren wir nicht in der Lage zu denken und folgten lediglich dem natürlichen Überlebensinstinktes. Nach und nach wuchsen uns Gliedmaßen und mehrere Millionen Jahre später ward ein noch von seinen Instinkten beherrschter ""Mensch"" ( in der Fachsprache "" Homo sapiens"" genannt )  aus dem Einzeller.  Im Kreidezeitalter ( ungefähr zur Zeit kurz nach  den Dinosauriern ) war das Wetter und die vegetativen Umstände sehr schlecht. Daher war es von großer Bedeutung immer genügend Nahrung zu haben und für Nachwuchs zu sorgen, um die Art zu erhalten. Die männlichen Homo sapiens waren Jäger und Sammler, die Frauen hüteten die Kinder und lebten hauptsächlich in Höhlen. Aber es gab auch immer wieder Frauen,die ebenfalls Beeren sammelten. [LINEBREAK]Nach und nach passten sich die Homo sapiens der sich immer während veränderten Erde an und entwickelten sich zu zivilisierten nicht mehr hauptsächlich von ihren Instinkten beherrschten Menschen.  [LINEBREAK]Zu einen der ersten Entdeckungen der frühzeitigen Menschen gehört unter anderem das Feuer und Waffen. ( z.B. Speere oder aus Stein gemeiselten Messern ) [LINEBREAK]Die Evolution  hat kein Ende. Lebewesen werden sich immer weiterentwickeln.  [LINEBREAK]",15,4,5,9,42,825.258,0.357142857142857,50,50,9,7,50
"ba11sy06","control-group",2018-01-31 15:18:37,"draft","Osmose gibt es im Zusammenhang mit pflanzlichen Zellen. Pflanzenzellen besitzen eine Vakuolen, in deren Inneren ein osmotischer Druck herrscht. Dieser kommt zustande, da die Konzentration der Elektrolyte im Inneren verschieden zudem der Konzentration der Elektrolyte außerhalb der Vakuole ist.  Durch diesen Druck ist es der Pflanze möglich bei Schwankungen des Elektrolythaushaltes , den Konzentrationsunterschied durch Diffusion von Elektrolytmolekülen durch die semipermeable ( teilweise durchlässige )  Membran auszugleichen. Entweder in die Vakuole hinein oder aus ihr heraus.   [LINEBREAK]Fehlt einer Zelle Wasser im Cytosol ( Zellflüssigkeit außerhalb der Vakuole ) , so wird ihre Vakuole sehr klein zusammen schrumpfen, da all ihre Flüssigkeit nach außen diffundieren wird, um den Flüssigkeitsmangel außerhalb von ihr auszugleichen. Dieses Phänomen kann man sehr gut unter einem Elektronenmikroskop beobachten, wenn man die Vakuolenflüssigkeit vorher anfärbt.  Gibt man der Zelle wieder Wasser, so kann man beobachten, wie die Vakuole wieder wächst. Dabei wird  der Vakuole wieder Flüssigkeit zugeführt. Dieser Vorgang, dass eine Vakuole wieder wächst, kann nur bei Pflanzen vorkommen, da Menschen keine Vakuolen besitzen. [LINEBREAK]Osmose beschreibt also einen Vorgang der Diffusion, bei dem gelöste Stoffe, Moleküle oder Wasser mit gelösten Stoffen entlang einen Konzentrationsgradienten durch eine Membran hindurch transportiert werden, um ein Gleichgewicht innerhalb und außerhalb einer Zelle aufrecht zu erhalten.  [LINEBREAK] [LINEBREAK]",11,1,5,5,29,978.317,0.5,70,80,8,7,100
"ba11sy06","control-group",2018-01-31 15:18:37,"revision","Osmose gibt es im Zusammenhang mit pflanzlichen Zellen. Dabei geht es in erster Linie um  Vakuolen, einem Zellkompartiment, welches innerhalb einer Zelle durch eine teilweise durchlässigen ( = semipermeabel ) Biomembran von der im Innern befindlichen Zellflüssigkeit abgetrennt ist.  Die Zellflüssigkeit nennt man Cytosol. Das Cytosol ist nicht gleichzusetzen mit der Flüssigkeit innerhalb der Vakuole. Die Vakuole enthält oftmals in Lösung befindliche Elektrolyte und Moleküle.  [LINEBREAK]In den Vakuolen herrscht der soganannte osmotischer Druck. Dieser Druck kommt zustande, da die Konzentration der Elektrolyte im Inneren der Vakuole verschieden zudem der Konzentration der Elektrolyte außerhalb der Vakuole ist.  Durch diesen Druck ist es der Pflanze möglich bei Schwankungen des Elektrolythaushaltes , den Konzentrationsunterschied durch Diffusion von Elektrolytmolekülen durch die semipermeable Biomembran auszugleichen. Entweder in die Vakuole hinein oder aus ihr heraus.   [LINEBREAK]Fehlt einer Zelle beispielsweise Wasser im Cytosol , so wird die Vakuole der Zelle sehr klein zusammen schrumpfen, da all ihre Flüssigkeit nach außen diffundieren wird, um den Flüssigkeitsmangel außerhalb von ihr auszugleichen. Dieses Phänomen kann man sehr gut unter einem Elektronenmikroskop beobachten, wenn man die Vakuolenflüssigkeit vorher anfärbt.  Gibt man der Zelle wieder Wasser, so kann man beobachten, wie die Vakuole wieder wächst. Dabei wird  der Vakuole wieder Flüssigkeit zugeführt. Dieser Vorgang, dass eine Vakuole wieder wächst, kann nur bei Pflanzen vorkommen, da Menschen keine Vakuolen besitzen. [LINEBREAK]Osmose beschreibt also einen Vorgang der Diffusion, bei dem gelöste Stoffe, Moleküle oder Wasser mit gelösten Stoffen entlang einen Konzentrationsgradienten durch eine Membran hindurch transportiert werden, um ein Gleichgewicht innerhalb und außerhalb einer Zelle aufrecht zu erhalten.  [LINEBREAK] [LINEBREAK]",15,1,11,3,34,615.116,0.785714285714286,50,50,8,6,95
"ba17na84","cmap-integrated",2018-04-17 15:32:50,"transfer","Evolution beschreibt das Phänomen, bei dem sich Generationen von Organismen über eine Periode einem morphologischen sowie verhaltensänderendem Wandel unterliegen. Als  Ursachen für den Wandel gelten hauptsächlich Änderungen des Ökosystems, in dem sich das Individuum befindet. Diese Änderungen des Ökosystems können auf das bisherige Aussehen und Verhalten von Organismen eine Kraft ausüben, welche als Evolutionsdruck bezeichnet wird.  [LINEBREAK]Als Evolutionsdruck wird ein Parameter definiert, dessen Einfluss auf den Fortpflanzungserfolg durch Merkmalsausprägungen des Organismus bestimmt wird. Dies können Verfügbarkeit von Nahrung, Wasser, Licht, Nährstoffen, Sexualpartner, welche zu innerartlicher und zwischenartlicher Konkurrenz führen können.  [LINEBREAK]Ein Beispiel von Evolution ist z.B. die Anpassungen von Giraffen an die Wuchshöhe von Bäumen. Die Kombination von Nahrungsknappheit  mit den Auftreten von GIraffen mit langen Hälsen in den Steppen Afrikas hat dazugeführt, dass Giraffen, welche besonders lange Hälse haben, sich besser mit Nahrung versorgen konnten, als Giraffen mit kürzeren Hälsen, sodass über mehrere Generationen hinweg diejenigen Giraffen einen Fortpflanzungsvorteil haben, deren Hals überdurchschnittlich lang war, und sich besser mit Nahrung versorgen konnten.  [LINEBREAK]",7,1,4,2,39,896.482,0.666666666666667,21,30,8,2,24
"ba17na84","cmap-integrated",2018-04-17 15:13:27,"draft","Osmose beschreibt den Vorgang des Konzentrationsausgleiches von Molekülen zwischen verschiedenen Systemen, die durch eine oder mehrere semipermeable Membran getrennt sind.  Moleküle diffundieren dabei durch die Membran, die nur für eines der Molekülsorten durchlässig ist, sodass sich nur eine Molekülklasse mobilisieren kann, um den Konzentrationsunterschied zwischen den Systemen auszugleichen.  [LINEBREAK]Als klassische Darbietungsform für den Schulunterricht eignet sich der Versuch, das Verhalten von Gurkenscheiben zu beschreiben, wenn sie mit Salz bestreut werden. Wird eine stark osmotisch wirkende Substanz, wie etwa Salz, aüber die Gurkenscheibe verteilt, ist zu beobachten, dass aus der Gurkenscheibe Flüssigkeit austritt. Dies ist dem Effekt zu schulden, dass die Umgebung um die Gurke bezüglich ihres Salzgehalt hyperton, d.h. höher konzentriert ist, als in den Zellen der Gurke. Die Membranspannung kann diesen osmotischen Unterschied nicht aufrechterhalten, sodass die Zellen aufbrechen und die in der Gurke befindlichen Flüssigkeiten ausströmen. Die treibende Kraft  der Flüssigkeitsbewegunge ist das Bestreben,  den hohen Konzentrationsüberschuss des Salzes durch Verdünnung mit der Flüssigkeiten dem Konzentrationsgehalt in den Zellen anzugleichen. Dies geschieht solange, bis die beiden Systeme, in diesem Fall das Cytosol der Gurkenzellen und der extrazelluläre Bereich in ihrem Salzgehalt ausgeglichen sind.  [LINEBREAK]",8,3,4,3,35,901.152,0.571428571428571,35,75,8,3,64
"ba17na84","cmap-integrated",2018-04-17 15:13:27,"revision","Osmose beschreibt den Vorgang des Konzentrationsausgleiches von Molekülen zwischen verschiedenen Systemen, die durch eine oder mehrere semipermeable Membranen getrennt sind.  Moleküle diffundieren dabei durch die Membran, die nur für bestimmte vorhandenen Molekülsorten durchlässig ist, jedoch nicht für alle. [LINEBREAK]Daher können auch nur diejenigen Molekülklassen mobilisiert werden,  den Konzentrationsunterschied zwischen den Systemen auszugleichen, welche die semipermeable Membran passieren können.  [LINEBREAK]Als klassische Darbietungsform für den Schulunterricht eignet sich der Versuch, das Verhalten von Gurkenscheiben zu beschreiben, nachdem sie mit Salz bestreut wurden. Wird eine stark osmotisch wirkende Substanz, wie etwa Salz, über die Gurkenscheibe verteilt, ist zu beobachten, dass aus der Gurkenscheibe Flüssigkeit austritt. Dies ist der Ursache zu schulden, dass die Umgebung um die Gurke bezüglich ihres Salzgehalt hyperton, d.h. höher konzentriert ist, als in den Zellen der Gurke, und dass dieser Unterschied ausgeglichen werden muss.  [LINEBREAK]Die Zellmembranen, die das Zellinnere, das sogenannte Cytosol umschließen, dienen in diesem Fall als semipermeable Membran, welche nur für Flüssigkeiten, jedoch nicht  für Salz durchlässig ist. Dies hat zur Folge dass aufgrund der selektiven Eigenschaften der Membran nur Wasser mobilisiert werden kann, um den Konzentrationsunterschied innerhalb und außerhalb der Zellen auszugleichen.  [LINEBREAK]Im Versuch kann die Zellmembran der Gurkenzellen den Unterschied, der als osmotischer Druck definiert wird, nicht standhalten und bricht auf, sodass sich die in die in der Gurke befindlichen Flüssigkeiten ausströmen. Die treibende Kraft  der Flüssigkeitsbewegung ist das Bestreben,  den hohen Konzentrationsüberschuss des Salzes durch Verdünnung mit der Flüssigkeiten anzugleichen, um den Konzentrationsunterschied zu beheben. Dies geschieht solange, bis die beiden Systeme, in diesem Fall das Cytosol der Gurkenzellen und der extrazelluläre Bereich in ihrem Salzgehalt ausgeglichen sind.  [LINEBREAK]",11,1,5,5,39,953.896,0.5,79,82,7,7,80
"be10an62","integrated",2018-06-21 09:13:08,"revision","Osmose ist ein relevanter Begriff aus der Biologie, der den Stoffaustausch zwischen einer Membran beschreibt. Dabei haben verschiedenen Stoffen das Bestreben einen Stoffgradientenausgleich zwischen einer semipermeablen Membran herzustellen. Da die Membran semipermeabel ist, kann jedoch nur ein Stoff durch diese gelangen, für den anderen Stoff ist sie undurchlässig. Daher wird das Erreichen einer isotonischen Lösung, also gleiche Stoffanteile auf beiden Seiten der Membran, meist durch das räumliche Verschieben der Membran erreicht.  Wenn eine Membran beispielsweise nur für Wasser durchlässig ist, auf der rechten Seite aber doppelt so viel Salz wie auf der linken Seite vorhanden ist, wird das Wasser sich im selben Verhältnis, in diesem Fall auf der rechten Seite doppelt so viel, verteilen. Somit wird auf beiden Seiten eine gleiche Wasser-Salz-Konzentration geschaffen, ohne dass Salz durch die Membran gelangen muss.  Dadurch muss die Membran aber soweit flexibel sein, um die der rechten Seite auch doppelt so viel Platz zu geben wie der linken. [LINEBREAK] [LINEBREAK]",7,1,6,0,19,787.498,1,59,61,8,3,60
"be10an62","integrated",2018-06-21 09:13:08,"draft","Osmose ist der Bestreben von verschiedenen Stoffen einen Stoffgradientenausgleich zwischen einer semipermeablen Membran herzustellen. Da die Membran semipermeabel ist, kann jedoch nur ein Stoff durch diese gelangen, für den anderen Stoff ist sie undurchlässig. Daher wird das Erreichen einer isotonischen Lösung, also gleiche Stoffanteile auf beiden Seiten der Membran, meist durch das räumliche Verschieben der Membran erreicht. Denn so können auf beiden Seiten gleiche Konzentrationen erreicht werden. Das ganze steht im Gegensatz zum Diffusionsprozess bei dem eine Membran für alle Stoffe durchlässig ist und die Stoffe alle durch ungehindertes Diffundieren gleiche Konzentrationen auf beiden Seiten herstellen können. [LINEBREAK]",5,1,4,0,14,542.927,1,41,42,7,5,61
"be10an62","integrated",2018-06-21 09:29:27,"transfer","Evolution beschreibt den Prozess der genetischen Veränderung der Organismen im Laufe der Zeit. Dabei verändert sich das Erbgut so hingehend, um am besten an die jeweiligen Umweltbedingungen angepasst zu sein. Man spricht dabei auch von einer natürlichen Selektion der Individuen mit der besten Fitness. Denn durch das Konkurrenzauschlussprinzip überlebt nur derjenige, der eine ökologische Nische gefunden hat, in der es keine Konkurrenz gibt bzw er die beste Anpassung an die jeweiligen Bedingungen hat. So entwickeln sich Populationen immer weiter, weil nur die Fortpflanzung der fittesten Individuen erfolgreich ist. Evolution wird dadurch gut durch die Aussage ""Survival of the fittest"" beschreiben. [LINEBREAK]",6,3,0,5,19,659.079,0,57,59,7,4,40
"be17su07","cmap",2017-12-20 15:39:48,"transfer","Der Begriff der Evolution wird meistens schon in der Schule im Biologieunterricht eingeführt. Evolution bezeichnet den Zeitpunkt von der Entstehung einer Spezies bis zum heutigen Datum. Evolution ist ein fortlaufender Prozess. Im Laufe der Evolution passt sich die Spezies immer besser an die äußeren Umwelteinflüsse an. Weniger fitte Individuen finden keinen Partner und können sich nicht reproduzieren. Sie sterben aus. Dieser Zusammenhang wird auch natürliche Selektion genannt. Nur die jeweils fittesten und am besten angepassten Individuen einer Spezies pflanzen sich fort und können somit Nachfahren reproduzieren, die ihrerseits wiederum der natürlichen Selektion unterliegen. Die Evolution wird auch durch äußere Umwelteinflüsse wie dem Klimawandel beeinflusst. In einfachen Worten gesagt: Über die Zeit wird die Spezies immer perfekter und vollkommener.  [LINEBREAK]Als Beispiel für die Evolution kann der Hund angeführt werden. Hunden waren zunächst Wölfe, die durch den Menschen gezähmt und domestiziert wurden. Der Hund hat sich dahingehend verändert, als dass er zutraulich geworden ist. Nichtsdestoweniger besitzen Hunde immer noch ihre Urinstinkte wie das Bedürfnis der Jagd, da sie sich vor der Domestizierung selbst verpflegen mussten.  [LINEBREAK]",14,1,7,6,27,907.726,0.538461538461538,62,60,7,6,72
"be17su07","cmap",2017-12-20 15:19:31,"draft","Osmose ist ein biologischer Vorgang, der in vielen Organismen anzutreffen ist. In der Schule wird Osmose häufig mit dem Begriff der Mitose eingeführt. Der Vorgang der Osmose kann mittels der Pfefferschen Zelle untersucht werden. Dabei steigt beispielsweise Wasser ein Rohr hinauf. Hierbei wird Volumenarbeit geleistet. Über die Differenz der Wasserhöhen kann die Osmose gemessen und berechnet werden (siehe Abbildung).  [LINEBREAK]Bei der Osmose wir die Konzentration in zwei Kompartimenten durch einen Konzentrationsgradienten ausgeglichen. Osmose kann durch Druck und Temperatur beeinflusst werden, weshalb Experimente zur Osmose immer bei konstanter Temperatur und konstantem Druck durchgeführt werden sollten. Versuche, die bei Raumtemperatur und Standarddruck durchgeführt werden, unterliegen immer kleinen, natürlichen Schwankungen. Um den Einfluss der Temperatur zu unterdrücken, bietet es sich an, das Experiment in einem klimatisierten Raum durchzuführen.  [LINEBREAK]",10,4,4,5,24,922.149,0.444444444444444,71,43,7,3,32
"be17su07","cmap",2017-12-20 15:19:31,"revision","Osmose ist ein biologischer Vorgang, der in vielen Organismen anzutreffen ist. In der Schule wird Osmose häufig im Biologieunterricht mit dem Begriff der Mitose eingeführt. Der Vorgang der Osmose kann mittels der Pfefferschen Zelle untersucht werden. In dieser Versuchsapparatur steigt beispielsweise Wasser ein Rohr hinauf. Durch das Verdrängen der Luft im Rohr wird Volumenarbeit geleistet. Über die Differenz der Wasserhöhen kann die Osmose gemessen und berechnet werden (siehe Abbildung).  [LINEBREAK]Bei der Osmose wir die Konzentration in zwei Kompartimenten durch einen Konzentrationsgradienten ausgeglichen. Osmose kann durch Druck und Temperatur beeinflusst werden, weshalb Experimente zur Osmose immer bei konstanter Temperatur und konstantem Druck durchgeführt werden sollten. Versuche zur Osmose, die bei Raumtemperatur und Standarddruck durchgeführt werden, unterliegen immer kleinen, natürlichen Schwankungen. Mittels einer Fehlerrechnung können jedoch die Fehler aus dem Ergebnis herausgemittelt werden. Nichtsdestoweniger ist es besser, das Experiment, so gut es geht, fehlerfrei durchzuführen.  Um den Einfluss der Temperatur zu unterdrücken, bietet es sich an, das Experiment in einem klimatisierten Raum durchzuführen.  [LINEBREAK]Osmose findet in einigen Pflanzen statt.  [LINEBREAK]",13,3,7,5,32,946.899,0.583333333333333,69,77,8,7,79
"be22ur69","cmap",2018-06-15 13:51:43,"revision","Osmose ist ein wichtiger Transportprozess in pflanzlichen Zellen. Dabei passieren Moleküle oder andere Stoffe eine Membran. Die Osmose findet innerhalb von Pflanzenzellen statt. Eine Membran grenzt eine Zelle von den anderen Zellen ab. Die Membran semipermeabel, also nicht für alle Moleküle passierbar sein. Die Osmose kann nur stattfinden, wenn es ein Konzentrationsgefälle gibt. Also auf der einen Seite der Membran deutlich mehr identische Moleküle sind als auf der anderen Seite der Membran. Durch die natürlich eintretende Diffusion der vorhandenen Moleküle kommt es mit der Zeit dazu, dass sich das Konzentrationsgefälle ausgleicht. Diffusion bedeutet, dass sich die Moleküle bewegen und wenn sie gegen ein Hindernis stoßen, dann bewegen sie sich in eine andere Richtung weiter. Damit es zum Konzentrationsausgleich kommt passieren Moleküle die Membran in Richtung des Konzentrationsgefälles (da wo weniger Moleküle sind). Diesen beschriebenen Vorgang nennt man Osmose.  [LINEBREAK]",11,1,4,6,15,848.981,0.4,42,75,7,4,68
"be22ur69","cmap",2018-06-15 14:20:04,"transfer","Evolution ist die Anpassung von Tieren und Pflanzen an ihre Umwelt. Evolution wird durch die natürliche Selektion gesteuert. Natürliche Selektion bedeutet, dass das Individuum überlebt welches gut an seine Umwelt angepasst ist. Wenn zum Beispiel ein Individuum besser getarnt ist als der Rest der Population, dann wird dieses eher überleben. Gibt das besser getarnte Individuum seine Gene an die Folgegeneration weiter, dann hat sein Nachkommen eine verbesserte Anpassung an seine Umwelt. Survival of the Fittest spielt auch eine zentrale Rolle bei der Evolution. Dies bedeutet, dass die best angepassten oder stärksten Individuen sich fortpflanzen. Evolution geht immer über längere Zeiträume. Die besseren Anpassungen der Individuen an ihre Umwelt entsteht teilweise durch Zufälle. Es kann ein Vorteil durch zum Beispiel eine Mutation (unerwartete Veränderung) bei den Genen eines Individuums auftreten. Die Darwin Finken sind ein typisches Beispiel für die Evolution. Darwin entdeckte auf den Gallapagos Inseln Finken, welche miteinander verwandt sind und sich evolutionär auf ihre jeweilige Nahrung spezialisiert haben. Durch die räumliche Selektion der Finken, kam es zu einer anderen Schnabelform, je nachdem welche Nahrung sie haben. Die Individuen dessen Schnabel sich am besten zur Nahrungsaufnahme eignete, haben am ehesten überlebt. Diese haben ihre Schnabelform an ihre Nachkommen weitergegeben. Evolution ist notwendig damit eine Population in ihrer jeweiligen Umwelt überleben kann. [LINEBREAK]",16,1,7,8,31,872.314,0.466666666666667,33,55,4,5,56
"be22ur69","cmap",2018-06-15 13:51:43,"draft","Osmose ist ein Prozess, wo Moleküle oder andere Stoffe eine Membran passieren. Die Osmose findet innerhalb von Pflanzenzellen statt. Die Membran kann auch nicht für alle Moleküle passierbar sein. Dann ist sie semipermeabel. Die Osmose kann nur stattfinden, wenn es ein Konzentrationsgefälle gibt. Also auf der einen Seite der Membran deutlich mehr identische Moleküle sind als auf der anderen Seite der Membran. Durch die natürlich eintretende Verteilung der vorhandenen Moleküle kommt es mit der Zeit dazu, dass sich das Konzentrationsgefälle ausgleicht. Hierbei kommt es zur Osmose. Also passieren Moleküle die Membran in Richtung des Konzentrationsgefälles (da wo weniger Moleküle sind). Osmose ist ein wichtiger Transportprozess in pflanzlichen Zellen.  [LINEBREAK]",10,1,2,7,13,783.831,0.222222222222222,32,46,6,3,32
"be27he76","cmap-integrated",2018-05-14 15:33:52,"transfer","Die Evolution beschreibt die gesamte Entwicklung aller Lebewesen auf unserer Erde. Nicht alle Lebewesen, die es momentan auf der Erde gibt, gab es so wie sie jetzt sind nicht schon immer. Stattdessen haben sich die ersten Lebewesen im Laufe derzeit stark verändert. Die ersten Lebewesen auf der Erde waren Mikroorganismen die im Wasser bzw. im Meer gelebt haben. Aus diesen Lebewesen entwickelten sich im Laufe der Zeit Fische. Veränderungen bedeutet, dass es aufgrund von Mutationen und Rekombinationen innerhalb einer Population zur Ausbildung von neuen Eigenschaften kam, wodurch eine neue Generation besser angepasst war als die vorherige. Durch weitere Veränderungen waren irgendwann die ersten Lebewesen in der Lage das Wasser zu verlassen, den Sauerstoff an der Erdoberfläche zu atmen und außerhalb des Wassers zu existieren. Aufgrund einer neuen Umgebung mit neuen Umwelteinflüssen zählte nun auch hier wieder welche Lebewesen sich am besten an diese Umweltbedingungen anpassen konnten. Dies beschreibt auch der Begriff ""survival of the fittest"". Es hat derjenige Organismus die besten Überlebenschancen, welche am besten auf die herrschenden Umweltbedingungen angepasst ist. Jedes mal wenn sich die Bedingungen auf der Erde verändert haben, war es für die meisten Lebewesen notwendig sich daran anzupassen, da sonst das Aussterben die direkte Konsequenz gewesen wäre. [LINEBREAK]",11,2,6,4,29,887.131,0.6,69,65,8,8,73
